"Frequency / Hz","Vm1:Measured voltage"
47000,7.8746704784244485e-12
47050,7.2968216398173034e-08
47100,8.0174205642232663e-12
47150,7.0513478040545989e-08
47200,7.7607110094148689e-12
47250,6.8180927659035394e-08
47300,7.8458002907119392e-12
47350,6.5924744073232709e-08
47400,7.7968039723700236e-12
47450,6.3760716238541471e-08
47500,8.3074420390196588e-12
47550,6.1702518706531534e-08
47600,7.1499777258905691e-12
47650,5.9707873657597228e-08
47700,8.075155107166474e-12
47750,5.7791630628774441e-08
47800,7.6208551124316485e-12
47850,5.5969759961683565e-08
47900,7.4422080393839597e-12
47950,5.4199956047466107e-08
48000,7.9215001437572843e-12
48050,5.2498831524041359e-08
48100,7.6533878041945504e-12
48150,5.0882333334577156e-08
48200,7.1925322661716875e-12
48250,4.9308152736873853e-08
48300,7.0368691003045256e-12
48350,4.7796373392928701e-08
48400,7.3436381862503637e-12
48450,4.6359830178508427e-08
48500,7.8994609259198568e-12
48550,4.4958575334487771e-08
48600,7.7873977518710503e-12
48650,4.3613190209662144e-08
48700,7.4595402406331074e-12
48750,4.2337664329308758e-08
48800,7.9910138051749034e-12
48850,4.109131313054316e-08
48900,7.3756315132654307e-12
48950,3.9894806619823174e-08
49000,7.6040145931660736e-12
49050,3.876363294001277e-08
49100,7.9620380580716991e-12
49150,3.765740278936893e-08
49200,7.1378006326371648e-12
49250,3.6597000027898063e-08
49300,7.1663325869048784e-12
49350,3.5598288092085251e-08
49400,7.4521270434248875e-12
49450,3.4621159692283175e-08
49500,7.5507568749715405e-12
49550,3.3686449685619982e-08
49600,6.9993879899438286e-12
49650,3.2811364211909735e-08
49700,7.3757737877425949e-12
49750,3.1954541928453367e-08
49800,7.74129750753494e-12
49850,3.1139624135981934e-08
49900,7.219044206730983e-12
49950,3.0380549491252412e-08
50000,6.7373598207468895e-12
