time	V(gate)	V(n002)
6.089928571429022e-007	9.999996e+000	1.000000e+001
6.113214285714739e-007	9.999996e+000	1.000000e+001
6.136500000000455e-007	9.999996e+000	1.000000e+001
6.137500000000455e-007	9.999996e+000	1.000000e+001
6.192071428571888e-007	9.999997e+000	1.000000e+001
6.246642857143320e-007	9.999997e+000	1.000000e+001
6.301214285714753e-007	9.999998e+000	1.000000e+001
6.355785714286186e-007	9.999998e+000	1.000000e+001
6.410357142857619e-007	9.999999e+000	1.000000e+001
6.464928571429051e-007	9.999999e+000	1.000000e+001
6.519500000000484e-007	9.999999e+000	1.000000e+001
6.592500000000489e-007	9.999999e+000	1.000000e+001
6.665500000000494e-007	9.999999e+000	1.000000e+001
6.738500000000500e-007	9.999999e+000	1.000000e+001
6.811500000000505e-007	9.999999e+000	1.000000e+001
6.884500000000511e-007	9.999999e+000	1.000000e+001
6.957500000000516e-007	1.000000e+001	1.000000e+001
7.030500000000522e-007	1.000000e+001	1.000000e+001
7.161500000000532e-007	1.000000e+001	1.000000e+001
7.295500000000542e-007	1.000000e+001	1.000000e+001
7.429500000000552e-007	1.000000e+001	1.000000e+001
7.563500000000562e-007	1.000000e+001	1.000000e+001
7.697500000000572e-007	1.000000e+001	1.000000e+001
7.831500000000582e-007	1.000000e+001	1.000000e+001
7.965500000000592e-007	1.000000e+001	1.000000e+001
8.099500000000602e-007	1.000000e+001	1.000000e+001
8.185500000000609e-007	1.000000e+001	1.000000e+001
9.209500000000686e-007	1.000000e+001	1.000000e+001
1.023350000000076e-006	1.000000e+001	1.000000e+001
1.125750000000084e-006	1.000000e+001	1.000000e+001
1.228150000000092e-006	1.000000e+001	1.000000e+001
1.330550000000099e-006	1.000000e+001	1.000000e+001
1.432950000000107e-006	1.000000e+001	1.000000e+001
1.535350000000115e-006	1.000000e+001	1.000000e+001
1.637750000000123e-006	1.000000e+001	1.000000e+001
1.740150000000130e-006	1.000000e+001	1.000000e+001
1.842550000000138e-006	1.000000e+001	1.000000e+001
1.944950000000146e-006	1.000000e+001	1.000000e+001
2.047350000000153e-006	1.000000e+001	1.000000e+001
