"Time","Vm1:Measured voltage"
0,0
4.0402548057018539e-21,4.0402548057018372e-13
2.0547608999593812e-09,0.20505462151083828
2.0547608999631532e-09,0.2050546215112139
1.5833863416294251e-07,13.571692022565898
3.1448518327012458e-07,23.342954328654343
5.2544531299980923e-07,32.518620121187141
8.1286347645139333e-07,40.161289985798739
1.1885003819768758e-06,45.357706468043496
1.6710246313412377e-06,48.229768390601237
2.2910744657020175e-06,49.484616901996723
3.0327531977613178e-06,49.880188272700238
3.9683986695989871e-06,49.978587578368433
5.1912059444056643e-06,49.995180230788215
6.8590944792619984e-06,49.994915127860658
9.0010059630260315e-06,49.974069966665837
1.0478249236106334e-05,49.986540715342834
1.1955492509186637e-05,49.993013802136396
1.3734892658987504e-05,49.989003866323969
1.5701261728515496e-05,49.967488530579871
1.7464602339978053e-05,49.951642277753237
1.8912716670670909e-05,49.977463608727788
2.0294835129866532e-05,49.991721661406999
2.1916570796895753e-05,49.992631327195951
2.384801085908813e-05,49.980556804011741
2.5158071177447429e-05,49.998000737239074
2.5158071177448161e-05,-49.998000737238975
2.6738965965033067e-05,-49.998471234397414
2.931615463572025e-05,-49.974542742369913
3.0739620921443166e-05,-49.989158471241076
3.216308720716608e-05,-49.995382898364852
3.4031981795241765e-05,-49.990108332116833
3.6149405709733579e-05,-49.953129834988296
3.7493718620906483e-05,-49.984881727073997
3.8838031532079387e-05,-49.995123503913241
4.0601922659950842e-05,-49.992732550547181
4.2718189261751548e-05,-49.965684307586884
4.4133133257594784e-05,-49.98583003304072
4.554807725343802e-05,-49.994148800461005
4.7321169925172684e-05,-49.990992313792027
4.9359823220087821e-05,-49.966488291675773
4.9999999999998579e-05,-49.990612522730132
5.0000000000000002e-05,-49.99061252273016
5.182259374264389e-05,-49.982827999433084
5.3668235226759364e-05,-49.966003858011433
5.5300185833506639e-05,-49.968573987621852
5.6754744009035288e-05,-49.98500253944168
5.8260257016026288e-05,-49.991350099036801
5.9996334544714677e-05,-49.988322034889791
6.1888690308282962e-05,-49.972928865962913
6.3643440091303312e-05,-49.960940489612817
6.5146888368506758e-05,-49.977645274494868
6.6580801210412011e-05,-49.990110510681149
6.8196041242737235e-05,-49.991406654101091
7.0061273839931368e-05,-49.981816162994726
7.1931976328773686e-05,-49.960804437695145
7.3541390725354313e-05,-49.966670122167123
7.4531746018306898e-05,-49.995610167778636
7.453174601830904e-05,49.995610167778558
7.6025707256910485e-05,49.997575026486793
7.8248084225712803e-05,49.984346689873703
7.9837223432563061e-05,49.98765662529722
8.142636263941332e-05,49.990266665783565
8.321556554022581e-05,49.984144543389334
8.505397583317967e-05,49.969376726039165
8.6713349582295493e-05,49.96868443796847
8.8194438373376217e-05,49.983511173340901
