time	V(gate)	V(n002)
1.003541506519019e-005	9.114841e+000	1.000000e+001
1.003639168952097e-005	9.309460e+000	1.000000e+001
1.003740135949050e-005	9.499941e+000	1.000000e+001
1.003854718386573e-005	9.703037e+000	1.000000e+001
1.003979324524886e-005	9.908456e+000	1.000000e+001
1.004125807581745e-005	1.012971e+001	1.000000e+001
1.004292417835292e-005	1.035477e+001	1.000000e+001
1.004501524372286e-005	1.059718e+001	1.000000e+001
1.004754341321804e-005	1.082720e+001	1.000000e+001
1.005106085092991e-005	1.102360e+001	1.000000e+001
1.005566178967532e-005	1.108379e+001	1.000000e+001
1.005923189548917e-005	1.098551e+001	1.000000e+001
1.006079586555037e-005	1.090652e+001	1.000000e+001
1.006158464863699e-005	1.087660e+001	1.000000e+001
1.006201504719385e-005	1.087362e+001	1.000000e+001
1.006242357926213e-005	1.087582e+001	1.000000e+001
1.006261770410571e-005	1.087665e+001	1.000000e+001
1.006274358056227e-005	1.087702e+001	1.000000e+001
1.006282230342421e-005	1.087731e+001	1.000000e+001
1.006288197999460e-005	1.087750e+001	1.000000e+001
1.006293162868047e-005	1.087763e+001	1.000000e+001
1.006298283449832e-005	1.087780e+001	1.000000e+001
1.006302965826352e-005	1.087792e+001	1.000000e+001
1.006308075039162e-005	1.087806e+001	1.000000e+001
1.006313593848851e-005	1.087820e+001	1.000000e+001
1.006327601807152e-005	1.087855e+001	1.000000e+001
1.006337107694157e-005	1.087877e+001	1.000000e+001
1.006349489728444e-005	1.087903e+001	1.000000e+001
1.006365875829637e-005	1.087932e+001	1.000000e+001
1.006388050866860e-005	1.087954e+001	1.000000e+001
1.006418683810644e-005	1.087949e+001	1.000000e+001
1.006460799379150e-005	1.087918e+001	1.000000e+001
1.006514291370839e-005	1.087882e+001	1.000000e+001
1.006577724893049e-005	1.087842e+001	1.000000e+001
1.006650405075453e-005	1.087796e+001	1.000000e+001
1.006748939180785e-005	1.087732e+001	1.000000e+001
1.006911446859933e-005	1.087623e+001	1.000000e+001
1.007117441398511e-005	1.087484e+001	1.000000e+001
1.007437752311506e-005	1.087268e+001	1.000000e+001
1.007974656238124e-005	1.086909e+001	1.000000e+001
1.008946619339577e-005	1.086267e+001	1.000000e+001
1.010513868830449e-005	1.085249e+001	1.000000e+001
1.012466993830449e-005	1.084002e+001	1.000000e+001
1.014420118830449e-005	1.082775e+001	1.000000e+001
1.016373243830449e-005	1.081567e+001	1.000000e+001
1.018326368830449e-005	1.080380e+001	1.000000e+001
1.020279493830449e-005	1.079214e+001	1.000000e+001
1.022232618830449e-005	1.078073e+001	1.000000e+001
1.024185743830449e-005	1.076958e+001	1.000000e+001
1.026138868830449e-005	1.075872e+001	1.000000e+001
1.028091993830449e-005	1.074817e+001	1.000000e+001
1.030045118830449e-005	1.073796e+001	1.000000e+001
1.031998243830449e-005	1.072808e+001	1.000000e+001
1.033951368830449e-005	1.071858e+001	1.000000e+001
1.035904493830449e-005	1.070944e+001	1.000000e+001
1.037857618830449e-005	1.070069e+001	1.000000e+001
