time	V(gate)	V(n002)
6.271802420470444e-006	6.225638e-001	0.000000e+000
6.291333670470444e-006	6.217576e-001	0.000000e+000
6.310864920470444e-006	6.208394e-001	0.000000e+000
6.330396170470444e-006	6.198325e-001	0.000000e+000
6.349927420470443e-006	6.187569e-001	0.000000e+000
6.369458670470443e-006	6.176298e-001	0.000000e+000
6.388989920470443e-006	6.164650e-001	0.000000e+000
6.408521170470443e-006	6.152745e-001	0.000000e+000
6.428052420470443e-006	6.140682e-001	0.000000e+000
6.447583670470443e-006	6.128541e-001	0.000000e+000
6.467114920470443e-006	6.116388e-001	0.000000e+000
6.486646170470443e-006	6.104277e-001	0.000000e+000
6.506177420470443e-006	6.092250e-001	0.000000e+000
6.525708670470443e-006	6.080342e-001	0.000000e+000
6.545239920470443e-006	6.068580e-001	0.000000e+000
6.564771170470443e-006	6.056983e-001	0.000000e+000
6.584302420470444e-006	6.045567e-001	0.000000e+000
6.603833670470444e-006	6.034344e-001	0.000000e+000
6.623364920470444e-006	6.023324e-001	0.000000e+000
6.642896170470444e-006	6.012508e-001	0.000000e+000
6.662427420470444e-006	6.001903e-001	0.000000e+000
6.681958670470443e-006	5.991508e-001	0.000000e+000
6.701489920470443e-006	5.981324e-001	0.000000e+000
6.721021170470443e-006	5.971349e-001	0.000000e+000
6.740552420470443e-006	5.961581e-001	0.000000e+000
6.760083670470443e-006	5.952018e-001	0.000000e+000
6.779614920470443e-006	5.942656e-001	0.000000e+000
6.799146170470443e-006	5.933490e-001	0.000000e+000
6.818677420470443e-006	5.924518e-001	0.000000e+000
6.838208670470443e-006	5.915732e-001	0.000000e+000
6.857739920470443e-006	5.907131e-001	0.000000e+000
6.877271170470443e-006	5.898709e-001	0.000000e+000
6.896802420470443e-006	5.890461e-001	0.000000e+000
6.916333670470444e-006	5.882383e-001	0.000000e+000
6.935864920470444e-006	5.874469e-001	0.000000e+000
6.955396170470444e-006	5.866716e-001	0.000000e+000
6.974927420470444e-006	5.859118e-001	0.000000e+000
6.994458670470443e-006	5.851671e-001	0.000000e+000
7.013989920470443e-006	5.844370e-001	0.000000e+000
7.033521170470443e-006	5.837212e-001	0.000000e+000
7.053052420470443e-006	5.830191e-001	0.000000e+000
7.072583670470443e-006	5.823305e-001	0.000000e+000
7.092114920470443e-006	5.816549e-001	0.000000e+000
7.111646170470443e-006	5.809919e-001	0.000000e+000
7.131177420470443e-006	5.803411e-001	0.000000e+000
7.150708670470443e-006	5.797023e-001	0.000000e+000
7.170239920470443e-006	5.790749e-001	0.000000e+000
7.189771170470443e-006	5.784587e-001	0.000000e+000
7.209302420470443e-006	5.778534e-001	0.000000e+000
7.228833670470444e-006	5.772587e-001	0.000000e+000
7.248364920470444e-006	5.766742e-001	0.000000e+000
7.267896170470444e-006	5.760998e-001	0.000000e+000
7.287427420470444e-006	5.755349e-001	0.000000e+000
7.306958670470444e-006	5.749795e-001	0.000000e+000
7.326489920470443e-006	5.744332e-001	0.000000e+000
7.346021170470443e-006	5.738958e-001	0.000000e+000
7.365552420470443e-006	5.733670e-001	0.000000e+000
7.385083670470443e-006	5.728466e-001	0.000000e+000
7.404614920470443e-006	5.723344e-001	0.000000e+000
7.424146170470443e-006	5.718302e-001	0.000000e+000
7.443677420470443e-006	5.713336e-001	0.000000e+000
